pitcher_name,ERA,IP,G,GS,year
Madison Bumgarner,10.26,16.2,4,4,2023
Lyon Richardson,8.64,16.2,4,4,2023
Michael Kelly,3.78,16.2,14,0,2023
Tyler Kinley,6.06,16.1,18,0,2023
Ian Kennedy,7.16,16.1,16,0,2023
Triston McKenzie,5.06,16.0,4,4,2023
Eduard Bazardo,4.5,16.0,12,0,2023
Andrew Saalfrank,1.13,16.0,21,0,2023
Joe Boyle,1.69,16.0,3,3,2023
Jeffrey Springs,0.56,16.0,3,3,2023
Kris Bubic,3.94,16.0,3,3,2023
Ty Adcock,3.45,15.2,12,0,2023
Garrett Hill,9.19,15.2,9,0,2023
Trevor Kelley,5.87,15.1,10,3,2023
James Naile,8.8,15.1,10,0,2023
Tyson Miller,4.7,15.1,10,0,2023
Taylor Hearn,11.4,15.0,13,0,2023
Jonathan Heasley,7.2,15.0,12,0,2023
Angel Felipe,4.2,15.0,14,0,2023
Deivi Garc\xc3\xada,2.4,15.0,8,0,2023
Sean Newcomb,3.0,15.0,7,2,2023
Freddy Tarnok,4.91,14.2,5,1,2023
Anthony Kay,6.14,14.2,16,0,2023
Parker Mushinski,5.52,14.2,14,0,2023
Oliver Ortega,4.3,14.2,10,0,2023
Nick Vespi,4.3,14.2,9,0,2023
Ryan Weber,3.14,14.1,8,0,2023
Penn Murfee,1.29,14.0,16,0,2023
Zack Weiss,3.21,14.0,12,0,2023
Reiver Sanmartin,7.07,14.0,14,0,2023
Miguel D\xc3\xadaz,0.64,14.0,12,3,2023
Chad Smith,6.59,13.2,10,0,2023
Jacob Barnes,5.93,13.2,13,0,2023
Lucas Luetge,7.24,13.2,12,0,2023
Zach Pop,6.59,13.2,15,0,2023
Yerry Rodr\xc3\xadguez,7.9,13.2,13,1,2023
Jimmy Yacabonis,6.59,13.2,7,0,2023
Brandon Hughes,7.24,13.2,17,0,2023
Bruce Zimmermann,4.73,13.1,7,0,2023
Peter Solomon,12.15,13.1,5,0,2023
Chad Green,4.73,13.1,13,0,2023
Nabil Crismatt,8.31,13.0,8,0,2023
Carson Spiers,6.92,13.0,4,2,2023
Joel Kuhnel,5.54,13.0,9,0,2023
Casey Legumina,5.68,12.2,11,0,2023
Garrett Crochet,3.55,12.2,13,0,2023
Mitch White,7.11,12.2,10,0,2023
Andrew Kittredge,2.84,12.2,15,0,2023
Jeurys Familia,6.39,12.2,14,0,2023
Steven Cruz,4.97,12.2,10,4,2023
Daniel Norris,5.68,12.2,7,0,2023
Kolby Allard,6.57,12.1,4,3,2023
Jacob Lopez,4.38,12.1,4,1,2023
Eduardo Salazar,8.03,12.1,8,0,2023
Davis Daniel,2.19,12.1,3,0,2023
Spencer Patton,5.11,12.1,12,0,2023
Kody Funderburk,0.75,12.0,11,0,2023
Garrett Cleavinger,3.0,12.0,15,0,2023
Jackson Stephens,3.0,12.0,5,0,2023
Hunter Stratton,2.25,12.0,8,0,2023
Emerson Hancock,4.5,12.0,3,3,2023
Rico Garcia,9.26,11.2,10,0,2023
Kirby Snead,4.63,11.2,15,0,2023
J.C. Mej\xc3\xada,5.56,11.1,9,0,2023
Chase De Jong,13.5,11.1,6,0,2023
Declan Cronin,9.0,11.0,9,0,2023
Joely Rodr\xc3\xadguez,6.55,11.0,11,0,2023
Juan Then,4.91,11.0,9,0,2023
Anthony Misiewicz,7.36,11.0,11,0,2023
Zach Logue,7.36,11.0,3,0,2023
Connor Overton,11.45,11.0,3,3,2023
Glenn Otto,10.13,10.2,6,0,2023
Dennis Santana,5.91,10.2,9,0,2023
Jeremiah Estrada,6.75,10.2,12,0,2023
Ryan Tepera,7.59,10.2,12,0,2023
Levi Stoudt,9.58,10.1,4,2,2023
Matt Bush,9.58,10.1,12,0,2023
Carson Fulmer,2.7,10.0,3,1,2023
Joey Estes,7.2,10.0,2,2,2023
Josh Walker,8.1,10.0,14,0,2023
Justin Martinez,11.7,10.0,10,0,2023
Ben Joyce,5.4,10.0,12,0,2023
Wil Crowe,4.66,9.2,5,0,2023
Gerardo Reyes,7.45,9.2,8,0,2023
Joe Barlow,4.66,9.2,13,0,2023
Domingo Acevedo,10.61,9.1,9,0,2023
Zack Kelly,3.86,9.1,8,0,2023
Jake Cousins,4.82,9.1,9,0,2023
Jos\xc3\xa9 Marte,8.68,9.1,10,0,2023
Jos\xc3\xa9 Quijada,6.0,9.0,10,0,2023
Tommy Milone,2.0,9.0,2,2,2023
Shawn Dubin,7.0,9.0,3,1,2023
Logan Gillaspie,6.0,9.0,11,0,2023
Matt Festa,4.0,9.0,8,0,2023
Bennett Sousa,4.0,9.0,7,0,2023
Adri\xc3\xa1n Morej\xc3\xb3n,7.0,9.0,8,1,2023
Victor Vodnik,8.31,8.2,6,0,2023
Edgar Navarro,7.27,8.2,8,0,2023
Bryan Hudson,7.27,8.2,6,0,2023
Chris Paddack,3.12,8.2,4,0,2023
Diego Castillo,6.23,8.2,8,0,2023
Devin Sweet,10.38,8.2,7,0,2023
Orion Kerkering,3.24,8.1,10,0,2023
Danny Young,1.08,8.1,8,0,2023
Colten Brewer,4.32,8.1,3,0,2023
Cody Morris,6.75,8.0,6,0,2023
Wander Suero,7.88,8.0,5,0,2023
Jacob Stallings,4.5,8.0,7,0,2023
Sean Reid-Foley,3.52,7.2,8,0,2023
Kyle Barraclough,12.91,7.2,3,0,2023
Antonio Senzatela,4.7,7.2,2,2,2023
Evan Justice,8.59,7.1,9,0,2023
Archie Bradley,11.05,7.1,4,0,2023
Janson Junk,4.91,7.1,2,1,2023
Silvino Bracho,3.68,7.1,5,0,2023
Jeff Lindgren,5.14,7.0,3,0,2023
Anthony Banda,6.43,7.0,10,0,2023
Jhonathan D\xc3\xadaz,10.29,7.0,4,1,2023
Braden Bristo,2.57,7.0,3,0,2023
Alan Busenitz,2.57,7.0,6,0,2023
JB Bukauskas,1.29,7.0,6,0,2023
Easton Lucas,8.1,6.2,6,0,2023
Matt Gage,2.7,6.2,5,0,2023
Luke Little,0.0,6.2,7,0,2023
Sam Coonrod,9.45,6.2,10,0,2023
Ryan Sherriff,2.7,6.2,5,0,2023
Easton McGee,0.0,6.2,1,1,2023
Brooks Kriske,4.05,6.2,4,0,2023
Enmanuel De Jesus,11.37,6.1,2,0,2023
Jacob Latz,0.0,6.1,3,0,2023
Fernando Abad,4.26,6.1,6,0,2023
Zack Short,6.0,6.0,6,0,2023
Adam Kolarek,0.0,6.0,5,0,2023
Zach Muckenhirn,6.0,6.0,3,0,2023
Garrett Acton,12.71,5.2,6,0,2023
Tejay Antone,1.59,5.2,5,1,2023
Reiss Knehr,15.88,5.2,4,1,2023
Kyle Nicolas,11.81,5.1,4,0,2023
Caleb Kilian,16.88,5.1,3,1,2023
Kolton Ingram,8.44,5.1,5,0,2023
Nick Nelson,1.69,5.1,1,0,2023
Cole Sulser,6.75,5.1,4,0,2023
Dereck Rodr\xc3\xadguez,15.19,5.1,4,0,2023
Zach McAllister,10.13,5.1,7,0,2023
Packy Naughton,0.0,5.0,4,0,2023
Brenan Hanifee,5.4,5.0,3,0,2023
David Fry,12.6,5.0,2,0,2023
Darren McCaughan,5.4,5.0,3,0,2023
Jackson Wolf,5.4,5.0,1,1,2023
Liam Hendriks,5.4,5.0,5,0,2023
Joey Krehbiel,1.8,5.0,6,0,2023
Simeon Woods Richardson,9.64,4.2,1,0,2023
Nicholas Padilla,5.79,4.2,3,0,2023
Daysbel Hern\xc3\xa1ndez,5.79,4.2,5,0,2023
Carlos Vargas,5.79,4.2,5,0,2023
Spenser Watkins,10.38,4.1,1,1,2023
Luke Maile,16.62,4.1,4,0,2023
John McMillon,2.25,4.0,4,0,2023
Zack Burdi,11.25,4.0,3,0,2023
Owen White,11.25,4.0,2,0,2023
Wes Parsons,20.25,4.0,1,1,2023
Matt Dermody,6.75,4.0,1,1,2023
Geoff Hartlieb,2.25,4.0,2,0,2023
Matt Bowman,9.0,4.0,3,0,2023
Matt Krook,24.75,4.0,4,0,2023
Tucker Barnhart,2.25,4.0,4,0,2023
Paolo Espino,24.75,4.0,3,0,2023
Mychal Givens,11.25,4.0,6,0,2023
Isiah Kiner-Falefa,2.25,4.0,4,0,2023
Ethan Small,11.25,4.0,2,0,2023
Eduardo Escobar,2.45,3.2,3,0,2023
Chi Chi Gonz\xc3\xa1lez,7.36,3.2,3,0,2023
Vinny Nittoli,2.45,3.2,3,0,2023
Austin Hedges,4.91,3.2,4,0,2023
Michael Plassmeyer,22.09,3.2,1,1,2023
Elvin Rodr\xc3\xadguez,0.0,3.1,1,0,2023
Clayton Andrews,27.0,3.1,4,0,2023
Spencer Howard,10.8,3.1,3,0,2023
McKinley Moore,18.9,3.1,3,0,2023
Robbie Ray,8.1,3.1,1,1,2023
Tony Santillan,2.7,3.1,3,0,2023
Nick Burdi,9.0,3.0,3,0,2023
Daniel Castano,21.0,3.0,2,0,2023
Nick Hernandez,12.0,3.0,2,0,2023
Thyago Vieira,0.0,3.0,2,0,2023
Edwin Uceta,0.0,3.0,1,0,2023
Victor Mederos,9.0,3.0,3,0,2023
Sean Nolin,18.0,3.0,1,0,2023
Jonathan Bowlan,3.0,3.0,2,1,2023
Alex Colom\xc3\xa9,6.0,3.0,4,0,2023
Daniel Hudson,0.0,3.0,3,0,2023
Jos\xc3\xa9 Rodr\xc3\xadguez,9.0,3.0,1,0,2023
Miguel Rojas,6.0,3.0,3,0,2023
Shane Greene,0.0,3.0,2,0,2023
Alek Jacob,0.0,3.0,3,0,2023
Jake Wong,9.0,3.0,1,0,2023
Kody Clemens,3.38,2.2,4,0,2023
Michael Mariot,3.38,2.2,1,0,2023
Luke Raley,30.38,2.2,2,0,2023
Thomas Pannone,6.75,2.2,1,0,2023
Carson Kelly,10.13,2.2,3,0,2023
Willi Castro,11.57,2.1,3,0,2023
Anthony Veneziano,0.0,2.1,2,0,2023
Nicky Lopez,7.71,2.1,2,0,2023
Randy Wynne,3.86,2.1,1,0,2023
Cole Waites,15.43,2.1,3,0,2023
Mike Brosseau,3.86,2.1,3,0,2023
Caleb Boushley,3.86,2.1,1,0,2023
Jake Faria,22.5,2.0,1,0,2023
Jace Peterson,9.0,2.0,2,0,2023
Yoendrys G\xc3\xb3mez,0.0,2.0,1,0,2023
Kyle Hurt,0.0,2.0,1,0,2023
Tyler Duffey,4.5,2.0,1,0,2023
Matt Duffy,4.5,2.0,2,0,2023
Alan Trejo,13.5,2.0,2,0,2023
Guillo Zu\xc3\xb1iga,4.5,2.0,2,0,2023
Jason Vosler,4.5,2.0,2,0,2023
Alex Speas,13.5,2.0,3,0,2023
Pablo Reyes,4.5,2.0,2,0,2023
Josh Rojas,18.0,2.0,2,0,2023
Mike Ford,18.0,2.0,2,0,2023
Konnor Pilkington,0.0,2.0,1,0,2023
Ildemaro Vargas,4.5,2.0,2,0,2023
Jos\xc3\xa9 Lopez,4.5,2.0,1,0,2023
Jos\xc3\xa9 Herrera,9.0,2.0,2,0,2023
Danny Mendick,36.0,2.0,2,0,2023
Harold Castro,9.0,2.0,2,0,2023
Brad Miller,13.5,2.0,1,0,2023
Josh Harrison,27.0,1.2,2,0,2023
Alec Burleson,21.6,1.2,2,0,2023
Yacksel R\xc3\xados,37.8,1.2,3,0,2023
T.J. McFarland,5.4,1.2,3,0,2023
Carlos P\xc3\xa9rez,10.8,1.2,2,0,2023
Tyler Cyr,0.0,1.2,2,0,2023
Kyle Leahy,21.6,1.2,3,0,2023
Austin Warren,5.4,1.2,2,0,2023
Hanser Alberto,21.6,1.2,2,0,2023
Prelander Berroa,0.0,1.2,2,0,2023
Jonathan Schoop,0.0,1.1,1,0,2023
Reyes Moronta,6.75,1.1,2,0,2023
Heath Hembree,0.0,1.1,1,0,2023
Frankie Montas,0.0,1.1,1,0,2023
Jordan Luplow,13.5,1.1,2,0,2023
Kelvin C\xc3\xa1ceres,6.75,1.1,2,0,2023
Josh Donaldson,0.0,1.0,1,0,2023
Chris Owings,0.0,1.0,1,0,2023
Ren\xc3\xa9 Pinto,45.0,1.0,1,0,2023
Ryan McKenna,18.0,1.0,1,0,2023
Luke Williams,0.0,1.0,1,0,2023
Matt Beaty,27.0,1.0,1,0,2023
Tanner Rainey,0.0,1.0,1,0,2023
Zach McKinstry,18.0,1.0,1,0,2023
Ricky Karcher,0.0,1.0,1,0,2023
Luis Guillorme,0.0,1.0,1,0,2023
Josh Lester,0.0,1.0,1,0,2023
Alec Mills,18.0,1.0,1,0,2023
Bligh Madris,9.0,1.0,1,0,2023
Blair Calvo,0.0,1.0,1,0,2023
Yonny Hern\xc3\xa1ndez,0.0,1.0,1,0,2023
Erich Uelmen,36.0,1.0,1,0,2023
Rowdy Tellez,0.0,1.0,1,0,2023
Lane Thomas,27.0,1.0,1,0,2023
Mart\xc3\xadn Maldonado,36.0,1.0,1,0,2023
Ryder Ryan,0.0,1.0,1,0,2023
Nate Eaton,0.0,1.0,1,0,2023
James McCann,0.0,1.0,1,0,2023
Jose Espada,0.0,1.0,1,0,2023
Brandon Dixon,0.0,1.0,1,0,2023
Ernie Clement,9.0,1.0,1,0,2023
Brandon Crawford,0.0,1.0,1,0,2023
Brett Wisely,9.0,1.0,1,0,2023
Sandy Le\xc3\xb3n,18.0,1.0,1,0,2023
David Villar,0.0,1.0,1,0,2023
Jake Lamb,0.0,1.0,1,0,2023
Chris Vallimont,0.0,0.2,1,0,2023
Jake Reed,81.0,0.2,1,0,2023
Seby Zavala,0.0,0.2,1,0,2023
Johan Quezada,40.5,0.2,1,0,2023
Hagen Danner,0.0,0.1,1,0,2023
Miles Mastrobuoni,108.0,0.1,1,0,2023
Hector Perez,27.0,0.1,1,0,2023
Riley Pint,27.0,0.1,1,0,2023
Brett Phillips,0.0,0.1,1,0,2023
Alex Claudio,0.0,0.1,1,0,2023
Jos\xc3\xa9 Castillo,108.0,0.1,1,0,2023
Christian Bethancourt,81.0,0.1,1,0,2023
