pitcher_name,ERA,IP,G,GS,year
Matt Sauer,7.71,16.1,14,0,2024
Jose Cuas,7.71,16.1,13,0,2024
Josh Sborz,3.86,16.1,17,0,2024
Tristan Beck,1.69,16.0,7,1,2024
Mike Clevinger,6.75,16.0,4,4,2024
Yency Almonte,3.45,15.2,17,0,2024
Jos\xc3\xa9 Cisnero,6.89,15.2,15,0,2024
Grant Holman,4.02,15.2,18,0,2024
Alex Young,2.87,15.2,17,0,2024
Elieser Hern\xc3\xa1ndez,6.32,15.2,9,1,2024
Brock Stewart,5.17,15.2,16,0,2024
Tyler Wells,5.87,15.1,3,3,2024
Sammy Peralta,4.8,15.0,9,0,2024
Julian Merryweather,6.6,15.0,15,0,2024
Ben Casparius,1.84,14.2,7,1,2024
Daniel Palencia,6.14,14.2,10,0,2024
Daulton Jefferies,9.82,14.2,6,1,2024
Tom Cosgrove,11.66,14.2,18,0,2024
Brandon Williamson,3.77,14.1,4,3,2024
Abner Uribe,6.91,14.1,14,0,2024
Deivi Garc\xc3\xada,7.07,14.0,14,0,2024
Tyler Beede,8.36,14.0,13,0,2024
Max Lazar,4.61,13.2,11,0,2024
Darius Vines,8.56,13.2,4,2,2024
Joely Rodr\xc3\xadguez,5.93,13.2,14,0,2024
Miguel Castro,5.93,13.2,11,0,2024
Jordan Romano,6.59,13.2,15,0,2024
Matt Barnes,6.75,13.1,14,0,2024
Nick Robertson,4.05,13.1,9,0,2024
Nick Ramirez,6.08,13.1,8,0,2024
Anthony Veneziano,3.38,13.1,12,0,2024
Sam Aldegheri,4.85,13.0,3,3,2024
Ryan Miller,4.15,13.0,13,0,2024
Michael Mercado,11.08,13.0,5,2,2024
Tyler Mahle,4.97,12.2,3,3,2024
Josh Walker,5.11,12.1,10,0,2024
Nick Vespi,2.92,12.1,11,0,2024
Antonio Senzatela,6.57,12.1,3,3,2024
Jimmy Herget,4.38,12.1,8,0,2024
Carlos Rodriguez,7.3,12.1,3,3,2024
Seth Halvorsen,1.46,12.1,12,0,2024
Luis Peralta,0.73,12.1,15,0,2024
Zach Plesac,8.25,12.0,3,3,2024
Vinny Nittoli,1.5,12.0,9,0,2024
Shane Bieber,0.0,12.0,2,2,2024
John McMillon,1.5,12.0,10,0,2024
Ben Heller,11.25,12.0,8,0,2024
Kumar Rocker,3.86,11.2,3,3,2024
Easton Lucas,10.8,11.2,8,0,2024
Andrew Walters,0.77,11.2,13,1,2024
Jake Bloss,6.94,11.2,3,3,2024
Peter Strzelecki,2.31,11.2,10,0,2024
Nick Avila,8.49,11.2,8,0,2024
Logan Gillaspie,7.15,11.1,9,0,2024
Kevin Herget,1.59,11.1,7,0,2024
Yoendrys G\xc3\xb3mez,3.97,11.1,5,0,2024
Brett de Geus,7.15,11.1,13,0,2024
Johnny Cueto,7.15,11.1,2,2,2024
Kai-Wei Teng,9.82,11.0,4,0,2024
Ryan Borucki,7.36,11.0,14,0,2024
Parker Mushinski,6.55,11.0,10,0,2024
Sean Reynolds,0.82,11.0,9,0,2024
Josh Rogers,6.55,11.0,6,0,2024
J.P. Feyereisen,8.18,11.0,10,0,2024
Jaden Hill,5.06,10.2,9,0,2024
Joan Adon,6.75,10.2,8,1,2024
Austin Warren,1.69,10.2,6,0,2024
Kyle Nelson,4.22,10.2,11,0,2024
Ricardo Pinto,10.97,10.2,6,0,2024
Jacob deGrom,1.69,10.2,3,3,2024
Caleb Kilian,4.22,10.2,2,1,2024
Jacob Lopez,5.23,10.1,4,1,2024
Humberto Castellanos,5.23,10.1,7,0,2024
Kodai Senga,7.84,10.1,4,3,2024
Caden Dana,9.58,10.1,3,3,2024
Kirby Snead,4.35,10.1,11,0,2024
Joey Lucchesi,5.23,10.1,2,2,2024
Tyler Matzek,9.9,10.0,11,0,2024
Diego Castillo,2.7,10.0,7,0,2024
Jacob Waguespack,5.4,10.0,4,1,2024
Sean Newcomb,6.3,10.0,7,0,2024
Joel Kuhnel,4.5,10.0,6,0,2024
Luis Guerrero,0.0,10.0,9,0,2024
Mason Montgomery,1.86,9.2,9,0,2024
Nick Burdi,1.86,9.2,12,0,2024
Jack O\'Loughlin,4.66,9.2,4,0,2024
Brusdar Graterol,2.79,9.2,10,0,2024
Jhonathan D\xc3\xadaz,4.66,9.2,5,1,2024
Randy Dobnak,5.59,9.2,5,0,2024
Luis Fr\xc3\xadas,13.97,9.2,11,0,2024
Casey Legumina,8.68,9.1,6,0,2024
Lake Bachar,3.86,9.1,10,0,2024
Josh Winder,3.0,9.0,4,0,2024
Wes Parsons,6.0,9.0,4,0,2024
Geoff Hartlieb,9.0,9.0,5,0,2024
Tyler Duffey,5.0,9.0,9,0,2024
Spencer Strider,7.0,9.0,2,2,2024
Paolo Espino,8.31,8.2,3,1,2024
Chase Shugart,4.15,8.2,6,0,2024
Matt Carasiti,10.38,8.2,7,0,2024
Phil Bickford,8.64,8.1,8,0,2024
Edgardo Henriquez,5.4,8.1,6,0,2024
Trey Wingenter,9.72,8.1,7,0,2024
Tyler Gilbert,3.24,8.1,6,0,2024
Josiah Gray,14.04,8.1,2,2,2024
Jackson Rutledge,3.24,8.1,3,1,2024
Riley O\'Brien,11.25,8.0,8,0,2024
Chase Silseth,6.75,8.0,2,2,2024
Connor Gillispie,2.25,8.0,3,0,2024
Nick Hernandez,7.88,8.0,5,0,2024
Janson Junk,14.63,8.0,6,0,2024
Rob Zastryzny,1.17,7.2,9,3,2024
Tyler Jay,4.7,7.2,5,0,2024
Gordon Graceffo,4.7,7.2,2,1,2024
Allan Winans,15.26,7.2,2,2,2024
Will Klein,11.05,7.1,8,0,2024
Gregory Santos,4.91,7.1,8,0,2024
Colin Selby,2.57,7.0,5,0,2024
Austin Kitchen,14.14,7.0,4,1,2024
Josh Maciejewski,2.57,7.0,4,0,2024
Wade Miley,6.43,7.0,2,2,2024
Brooks Raley,0.0,7.0,8,0,2024
Hurston Waldrep,16.71,7.0,2,2,2024
Nabil Crismatt,2.57,7.0,5,0,2024
Austin Davis,9.0,7.0,7,0,2024
Isaiah Campbell,16.2,6.2,8,0,2024
Kyle Hurt,1.35,6.2,3,1,2024
Jonathan Berm\xc3\xbadez,8.1,6.2,3,1,2024
Brandon Eisert,4.05,6.2,3,0,2024
Matt Foster,2.7,6.2,6,1,2024
Grant Hartwig,6.75,6.2,4,0,2024
Brandon Leibrandt,9.95,6.1,2,0,2024
Luis Contreras,9.0,6.0,5,0,2024
Jairo Iriarte,1.5,6.0,6,0,2024
Matt Andriese,6.0,6.0,4,0,2024
Jack Neely,9.0,6.0,6,0,2024
JB Bukauskas,1.5,6.0,6,0,2024
Jackson Jobe,4.76,5.2,4,0,2024
Daniel Robert,3.18,5.2,4,0,2024
Zach Brzykcy,14.29,5.2,6,0,2024
AJ Smith-Shawver,4.76,5.2,2,2,2024
Justin Bruihl,9.53,5.2,7,0,2024
Steven Cruz,0.0,5.2,5,0,2024
Isaac Mattson,5.06,5.1,3,0,2024
Casey Kelly,5.06,5.1,2,0,2024
Amir Garrett,5.06,5.1,6,0,2024
Nick Nelson,5.06,5.1,4,0,2024
Jonathan Heasley,16.88,5.1,4,0,2024
Jose Hernandez,3.38,5.1,7,0,2024
Victor Mederos,11.81,5.1,4,0,2024
Jordan Lyles,0.0,5.0,5,0,2024
Tucker Davidson,0.0,4.2,1,0,2024
Anthony Gose,10.38,4.1,3,0,2024
Dinelson Lamet,2.08,4.1,3,0,2024
Eli Villalobos,2.08,4.1,3,0,2024
Enrique Hern\xc3\xa1ndez,4.15,4.1,4,0,2024
Ty Adcock,14.54,4.1,3,0,2024
Austin Pruitt,12.46,4.1,4,0,2024
Germ\xc3\xa1n M\xc3\xa1rquez,6.75,4.0,1,1,2024
Zach Penrod,2.25,4.0,7,0,2024
Emmanuel Rivera,9.0,4.0,4,0,2024
Gerardo Reyes,4.5,4.0,3,0,2024
Vladimir Gutierrez,6.75,4.0,1,0,2024
Caleb Boushley,4.5,4.0,2,0,2024
Alan Busenitz,13.5,4.0,3,0,2024
Jonathan Loaisiga,0.0,4.0,3,0,2024
Chayce McDermott,6.75,4.0,1,1,2024
Naoyuki Uwasawa,2.25,4.0,2,0,2024
Kyle Farmer,6.75,4.0,3,0,2024
Jake Bauers,4.5,4.0,4,0,2024
Garrett Stubbs,15.75,4.0,4,0,2024
Ricky Vanasco,6.75,4.0,4,0,2024
Daniel Duarte,2.25,4.0,2,0,2024
Bryan Shaw,9.0,4.0,5,0,2024
Luke Williams,4.5,4.0,3,0,2024
Justin Sterner,2.25,4.0,2,0,2024
Clayton Beeter,4.91,3.2,3,0,2024
Dan Altavilla,14.73,3.2,5,1,2024
Rich Hill,4.91,3.2,4,0,2024
Luke Maile,14.73,3.2,3,0,2024
Scott Effross,5.4,3.1,3,0,2024
Jackson Stephens,2.7,3.1,3,0,2024
David Buchanan,2.7,3.1,1,0,2024
Orlando Ribalta,13.5,3.1,4,0,2024
Forrest Whitley,0.0,3.1,3,0,2024
Mike Burrows,2.7,3.1,1,0,2024
Riley Pint,21.6,3.1,4,0,2024
Tyler Zuber,2.7,3.1,2,0,2024
Owen White,24.0,3.0,3,0,2024
Joe Jacques,9.0,3.0,2,0,2024
Luis Guillorme,12.0,3.0,3,0,2024
Andrew Knizner,0.0,3.0,2,0,2024
Tyler Fitzgerald,9.0,3.0,3,0,2024
Dominic Smith,0.0,3.0,3,0,2024
Cristian Mena,12.0,3.0,1,1,2024
Connor Brogdon,24.0,3.0,4,0,2024
Trevor McDonald,0.0,3.0,1,0,2024
Brent Headrick,3.0,3.0,1,0,2024
Julio Teheran,13.5,2.2,1,1,2024
Rowdy Tellez,6.75,2.2,3,0,2024
Jonathan Bowlan,13.5,2.2,1,1,2024
Seth Johnson,34.71,2.1,1,1,2024
Parker Dunshee,19.29,2.1,1,0,2024
John Curtiss,15.43,2.1,3,0,2024
Justin Topa,0.0,2.1,3,0,2024
Ryan Loutos,0.0,2.1,3,0,2024
Alex Speas,4.5,2.0,1,0,2024
Ian Gibaut,4.5,2.0,2,0,2024
Leo Rivas,0.0,2.0,2,0,2024
Josh Rojas,9.0,2.0,2,0,2024
Ben Rortvedt,4.5,2.0,1,0,2024
Zach Logue,18.0,2.0,2,0,2024
Tejay Antone,4.5,2.0,3,0,2024
Austin Hedges,0.0,2.0,1,0,2024
David Hensley,9.0,2.0,1,0,2024
Ildemaro Vargas,4.5,2.0,2,0,2024
Zac Kristofak,0.0,2.0,1,0,2024
Owen Miller,18.0,2.0,1,0,2024
Isiah Kiner-Falefa,4.5,2.0,2,0,2024
Jose Trevino,13.5,2.0,2,0,2024
Jake Eder,4.5,2.0,1,0,2024
Dylan Dodd,9.0,2.0,1,0,2024
Zach McKinstry,9.0,2.0,3,0,2024
Vidal Bruj\xc3\xa1n,43.2,1.2,2,0,2024
Brady Feigl,32.4,1.2,1,0,2024
Eric Orze,21.6,1.2,2,0,2024
Matt Wallner,0.0,1.1,1,0,2024
Brandon Crawford,27.0,1.1,1,0,2024
Gavin Hollowell,0.0,1.1,1,0,2024
Andrew Wantz,6.75,1.1,1,0,2024
Willi Castro,0.0,1.1,2,0,2024
Dylan Coleman,0.0,1.0,1,0,2024
Nick Pratto,0.0,1.0,1,0,2024
Weston Wilson,0.0,1.0,1,0,2024
Mike Yastrzemski,18.0,1.0,1,0,2024
Nick Loftin,0.0,1.0,1,0,2024
Donovan Walton,0.0,1.0,1,0,2024
Miguel Rojas,0.0,1.0,1,0,2024
Ernie Clement,9.0,1.0,1,0,2024
Pablo Reyes,0.0,1.0,1,0,2024
David Bote,0.0,1.0,1,0,2024
Raymond Burgos,9.0,1.0,1,0,2024
Garrett Hampson,0.0,1.0,1,0,2024
Andrew Saalfrank,36.0,1.0,2,0,2024
Marc Church,0.0,1.0,1,0,2024
Lucas Gilbreath,54.0,1.0,3,0,2024
Kody Clemens,9.0,1.0,1,0,2024
Grae Kessinger,0.0,1.0,1,0,2024
Amos Willingham,18.0,1.0,1,0,2024
Miguel D\xc3\xadaz,0.0,1.0,1,0,2024
Eddy Alvarez,0.0,1.0,1,0,2024
Tucker Barnhart,18.0,1.0,1,0,2024
Cole Tucker,0.0,1.0,1,0,2024
Anthony Misiewicz,0.0,1.0,1,0,2024
Matt Krook,18.0,1.0,1,0,2024
Aaron Hicks,18.0,1.0,1,0,2024
Adam Kloffenstein,0.0,1.0,1,0,2024
Pavin Smith,0.0,1.0,1,0,2024
Danny Mendick,0.0,1.0,1,0,2024
Chasen Shreve,0.0,1.0,1,0,2024
Tyler Heineman,0.0,1.0,1,0,2024
James Meeker,0.0,1.0,1,0,2024
Michael Stefanic,0.0,1.0,1,0,2024
James McCann,18.0,1.0,1,0,2024
Matt Mervis,81.0,0.2,1,0,2024
Evan Kravetz,0.0,0.2,1,0,2024
Lyon Richardson,27.0,0.2,1,0,2024
Patrick Wisdom,0.0,0.1,1,0,2024
Jhonny Pereda,0.0,0.1,1,0,2024
Oswaldo Cabrera,0.0,0.1,1,0,2024
Miguel San\xc3\xb3,0.0,0.1,1,0,2024
Evan Justice,0.0,0.1,1,0,2024
Blair Henley,135.0,0.1,1,1,2024
Matt Koch,81.0,0.1,2,0,2024
Clayton Andrews,27.0,0.1,1,0,2024
Luis Torrens,0.0,0.1,1,0,2024
Wander Suero,,0.0,1,0,2024
Carl Edwards Jr.,,0.0,1,0,2024
