pitcher_name,ERA,IP,G,GS,year
Mitch White,5.45,99.0,25,18,2022
Mike Minor,6.06,98.0,19,19,2022
Michael Lorenzen,4.24,97.2,18,18,2022
Aaron Civale,5.18,97.1,21,21,2022
Ryan Feltner,5.83,97.1,20,19,2022
Jos\xc3\xa9 Ure\xc3\xb1a,5.01,97.0,21,17,2022
Roansy Contreras,3.79,95.0,21,18,2022
Antonio Senzatela,5.07,92.1,19,19,2022
Eduardo Rodr\xc3\xadguez,4.05,91.0,17,17,2022
Trevor Williams,3.21,89.2,30,9,2022
Braxton Garrett,3.58,88.0,17,17,2022
Erasmo Ram\xc3\xadrez,2.92,86.1,60,2,2022
Zach Eflin,3.96,86.1,30,13,2022
Bailey Falter,4.25,84.2,21,17,2022
Kyle Hendricks,4.8,84.1,16,16,2022
Brock Burke,1.97,82.1,52,0,2022
Keegan Akin,3.2,81.2,45,1,2022
Beau Brieske,4.19,81.2,15,15,2022
Luis Cessa,4.57,80.2,46,10,2022
Ryan Yarbrough,4.5,80.0,20,9,2022
Jaime Barria,2.61,79.1,35,1,2022
Emmanuel Clase,1.26,78.2,81,0,2022
Garrett Whitlock,3.45,78.1,31,9,2022
Freddy Peralta,3.58,78.0,18,17,2022
Rafael Montero,2.32,77.2,81,0,2022
Kutter Crawford,5.47,77.1,21,12,2022
Wil Crowe,4.38,76.0,60,1,2022
Andrew Heaney,3.09,75.2,17,14,2022
Tyler Rogers,3.57,75.2,68,0,2022
Vince Velasquez,4.78,75.1,27,9,2022
Scott Barlow,2.18,74.1,69,0,2022
Adam Oller,6.3,74.1,19,14,2022
Matt Moore,1.95,74.0,63,0,2022
Bruce Zimmermann,5.99,73.2,15,13,2022
Dillon Tate,3.05,73.2,67,0,2022
Domingo Germ\xc3\xa1n,3.56,73.1,16,14,2022
Jesse Chavez,3.84,72.2,62,1,2022
A.J. Minter,2.23,72.2,77,0,2022
Collin McHugh,2.6,72.2,60,0,2022
Griffin Jax,3.36,72.1,65,0,2022
Penn Murfee,3.0,72.0,66,1,2022
Bryan Abreu,1.63,71.2,65,0,2022
Chase De Jong,2.64,71.2,42,0,2022
Edward Cabrera,3.01,71.2,14,14,2022
Adam Cimber,2.76,71.2,79,0,2022
Jason Alexander,5.4,71.2,18,11,2022
Hector Neris,3.53,71.1,78,0,2022
David Robertson,2.27,71.1,66,0,2022
Jorge L\xc3\xb3pez,2.54,71.0,67,0,2022
Andr\xc3\xa9s Mu\xc3\xb1oz,2.67,70.2,69,0,2022
Josh Winckowski,5.89,70.1,15,14,2022
Jacob deGrom,3.07,70.1,12,12,2022
Devin Smeltzer,3.71,70.1,15,12,2022
Anthony Bass,1.92,70.1,74,0,2022
Caleb Smith,4.11,70.0,44,1,2022
JP Sears,3.86,70.0,17,11,2022
MacKenzie Gore,4.5,70.0,16,13,2022
Eli Morgan,3.34,70.0,53,1,2022
Bryan Baker,3.49,69.2,66,2,2022
Clay Holmes,2.33,69.2,67,0,2022
Nick Nelson,4.78,69.2,48,2,2022
Trevor Stephan,2.6,69.1,70,0,2022
An\xc3\xadbal S\xc3\xa1nchez,4.28,69.1,14,14,2022
Jimmy Herget,2.48,69.0,49,1,2022
Sam Hentges,2.37,68.1,60,0,2022
John Brebbia,3.18,68.0,76,11,2022
Dylan Coleman,2.78,68.0,68,0,2022
Mark Leiter Jr.,3.99,67.2,35,4,2022
Camilo Doval,2.53,67.2,68,0,2022
Jhoan Duran,1.86,67.2,57,0,2022
Domingo Acevedo,3.33,67.2,70,0,2022
Paul Sewald,3.34,67.1,68,0,2022
Nabil Crismatt,2.94,67.1,50,1,2022
Seth Lugo,3.49,67.0,65,0,2022
Josh Winder,4.7,67.0,15,11,2022
Kyle Finnegan,3.51,66.2,66,0,2022
Adam Ottavino,2.16,66.2,67,0,2022
Brent Suter,3.78,66.2,54,0,2022
A.J. Puk,3.12,66.1,62,0,2022
Steve Cishek,4.21,66.1,69,0,2022
Evan Phillips,1.09,66.1,67,0,2022
Kenley Jansen,3.41,66.0,67,0,2022
F\xc3\xa9lix Bautista,2.19,65.2,65,0,2022
Ryan Helsley,1.78,65.2,55,0,2022
Phil Maton,3.84,65.2,67,0,2022
Jordan Romano,2.33,65.2,64,0,2022
Jason Adam,1.52,65.1,68,0,2022
Reynaldo L\xc3\xb3pez,2.76,65.1,61,1,2022
Trevor Richards,5.26,65.0,63,4,2022
John Schreiber,2.22,65.0,64,0,2022
Wandy Peralta,2.77,65.0,63,0,2022
Walker Buehler,4.02,65.0,12,12,2022
Kendall Graveman,3.18,65.0,65,0,2022
Jarl\xc3\xadn Garc\xc3\xada,3.74,65.0,58,0,2022
Joan Adon,7.1,64.2,14,14,2022
Edwin D\xc3\xadaz,1.25,64.2,63,0,2022
Hoby Milner,3.76,64.2,67,0,2022
Taylor Rogers,4.76,64.1,66,0,2022
Rowan Wick,4.22,64.0,64,0,2022
Brad Boxberger,2.95,64.0,70,0,2022
David Phelps,2.83,63.2,65,1,2022
Alexis D\xc3\xadaz,1.84,63.2,59,0,2022
Michael Fulmer,3.39,63.2,67,0,2022
Chris Stratton,4.26,63.1,60,1,2022
Raisel Iglesias,2.56,63.1,69,0,2022
Davis Martin,4.83,63.1,14,9,2022
Alex Lange,3.41,63.1,71,0,2022
Jordan Hicks,4.71,63.0,37,8,2022
Will Vest,4.0,63.0,59,2,2022
Lance McCullers Jr.,3.14,63.0,11,11,2022
Emilio Pag\xc3\xa1n,4.43,63.0,59,0,2022
Matt Manning,3.43,63.0,12,12,2022
Shawn Armstrong,4.29,63.0,51,3,2022
Mychal Givens,3.59,62.2,61,1,2022
Tanner Scott,4.31,62.2,67,0,2022
Hunter Strickland,4.91,62.1,66,0,2022
Jos\xc3\xa9 Alvarado,3.61,62.1,71,0,2022
Ryan Brasier,5.78,62.1,68,0,2022
Elieser Hern\xc3\xa1ndez,6.35,62.1,20,10,2022
Yimi Garc\xc3\xada,3.05,62.0,63,0,2022
Carl Edwards Jr.,2.76,62.0,57,0,2022
Seranthony Dom\xc3\xadnguez,2.77,61.2,63,0,2022
Andrew Bellatti,3.08,61.1,67,1,2022
Giovanny Gallegos,2.93,61.1,59,0,2022
Tyler Beede,5.14,61.1,31,5,2022
Jalen Beeks,2.8,61.0,42,7,2022
Phil Bickford,4.72,61.0,60,0,2022
Jos\xc3\xa9 Ruiz,4.6,60.2,63,0,2022
Dallas Keuchel,9.2,60.2,14,14,2022
Devin Williams,1.93,60.2,65,0,2022
Daniel Bard,1.79,60.1,57,0,2022
Gregory Soto,3.28,60.1,64,0,2022
Garrett Hill,4.03,60.1,17,8,2022
Jason Foley,3.88,60.1,60,0,2022
Clarke Schmidt,3.45,60.0,32,3,2022
Aaron Sanchez,6.6,60.0,15,10,2022
Tanner Houck,3.15,60.0,32,4,2022
Craig Kimbrel,3.75,60.0,63,0,2022
Joe Mantiply,2.85,60.0,69,0,2022
Matt Bush,3.47,59.2,65,6,2022
Ryan Pressly,2.43,59.1,60,0,2022
Caleb Thielbar,3.49,59.1,67,0,2022
Andr\xc3\xa9s Machado,3.34,59.1,51,0,2022
Will Smith,3.97,59.0,65,0,2022
Daniel Norris,5.22,58.2,41,3,2022
Colin Poche,3.99,58.2,65,0,2022
Aaron Loup,3.84,58.2,65,0,2022
Dennis Santana,5.22,58.2,63,1,2022
Bryan Shaw,5.4,58.1,60,2,2022
Robert Stephenson,5.43,58.0,58,0,2022
Konnor Pilkington,3.88,58.0,15,11,2022
Chris Martin,2.95,58.0,62,0,2022
Joel Kuhnel,6.36,58.0,53,0,2022
Ryne Stanek,1.09,57.2,63,0,2022
Adri\xc3\xa1n Martinez,6.24,57.2,12,12,2022
Cionel P\xc3\xa9rez,1.4,57.2,66,0,2022
Joey Krehbiel,3.9,57.2,56,0,2022
Jake Diekman,4.99,57.2,70,0,2022
Brandon Hughes,3.12,57.2,57,0,2022
Liam Hendriks,2.81,57.2,58,0,2022
Lou Trivino,4.24,57.1,68,0,2022
Duane Underwood Jr.,4.4,57.1,51,1,2022
Brayan Bello,4.71,57.1,13,11,2022
Matt Festa,4.08,57.1,55,0,2022
Ryan Tepera,3.61,57.1,59,0,2022
Andrew Chafin,2.83,57.1,64,0,2022
Jonathan Loaisiga,3.61,57.1,56,0,2022
Lucas Luetge,2.67,57.1,50,0,2022
Alex Vesia,2.05,57.0,66,0,2022
Zach Logue,6.79,57.0,14,10,2022
Carlos Est\xc3\xa9vez,3.47,57.0,62,0,2022
Reiver Sanmartin,6.32,57.0,45,4,2022
Steven Wilson,3.18,56.2,54,1,2022
Robert Suarez,2.38,56.2,52,0,2022
Joe Jim\xc3\xa9nez,3.49,56.2,62,0,2022
Scott Effross,2.54,56.2,60,1,2022
Enyel De Los Santos,2.86,56.2,53,0,2022
Carlos Hern\xc3\xa1ndez,7.39,56.0,27,7,2022
Johan Oviedo,3.21,56.0,21,8,2022
Mark Melancon,4.66,56.0,62,0,2022
Austin Davis,5.79,56.0,52,3,2022
Diego Castillo,3.54,56.0,62,0,2022
Bailey Ober,3.21,56.0,11,11,2022
Jackson Stephens,3.56,55.2,40,1,2022
Joel Payamps,3.23,55.2,41,0,2022
Austin Pruitt,4.23,55.1,39,1,2022
Josh Hader,4.72,55.1,61,0,2022
Erik Swanson,1.65,54.2,58,1,2022
Michael Rucker,3.95,54.2,41,0,2022
Brooks Raley,2.63,54.2,61,0,2022
Matt Brash,4.17,54.0,42,5,2022
Bryce Elder,3.17,54.0,10,9,2022
Dylan Floro,3.02,53.2,56,0,2022
Alex Faedo,5.53,53.2,12,12,2022
Dylan Lee,2.19,53.1,49,0,2022
Tanner Banks,3.06,53.0,35,0,2022
Connor Brogdon,3.08,52.2,54,0,2022
Tucker Davidson,6.75,52.0,12,11,2022
David Bednar,2.61,51.2,45,0,2022
Steven Okert,2.98,51.1,60,0,2022
John King,4.03,51.1,39,0,2022
Brusdar Graterol,3.18,51.0,48,1,2022
Rony Garc\xc3\xada,4.41,51.0,16,8,2022
Michael King,2.29,51.0,34,0,2022
Brad Hand,3.02,50.2,62,0,2022
Mike Mayers,5.68,50.2,24,3,2022
Richard Bleier,3.55,50.2,55,1,2022
Tim Hill,3.38,50.2,58,0,2022
Hirokazu Sawamura,3.73,50.2,49,0,2022
Joely Rodr\xc3\xadguez,4.47,50.1,55,0,2022
Ian Kennedy,5.36,50.1,57,0,2022
Andrew Wantz,3.22,50.1,42,1,2022
Tim Mayza,3.22,50.1,65,0,2022
No\xc3\xa9 Ramirez,5.22,50.0,55,0,2022
Brett Martin,4.14,50.0,55,1,2022
Dominic Leone,4.01,49.1,55,0,2022
Taylor Clarke,4.04,49.0,47,0,2022
Jake Woodford,2.23,48.1,27,1,2022
Cory Abbott,5.25,48.0,16,9,2022
Yunior Marte,5.44,48.0,39,0,2022
Zach Jackson,3.0,48.0,54,0,2022
Steven Matz,5.25,48.0,14,9,2022
Jake Bird,4.91,47.2,38,0,2022
Jos\xc3\xa9 Leclerc,2.83,47.2,39,0,2022
Jhoulys Chac\xc3\xadn,7.61,47.1,35,0,2022
Tylor Megill,5.13,47.1,15,9,2022
Jimmy Lambert,3.26,47.0,42,2,2022
Drew Smith,3.26,47.0,45,0,2022
Tommy Henry,5.36,47.0,9,9,2022
Alex Colom\xc3\xa9,5.74,47.0,53,0,2022
Buck Farmer,3.83,47.0,44,0,2022
Michael Pineda,5.79,46.2,11,11,2022
Trent Thornton,4.11,46.0,32,0,2022
Trevor Gott,4.14,45.2,45,0,2022
Amir Garrett,4.96,45.1,60,0,2022
Trevor Megill,4.8,45.0,39,0,2022
Matt Foster,4.4,45.0,48,0,2022
Jeff Hoffman,3.83,44.2,35,1,2022
Nick Sandlin,2.22,44.2,47,0,2022
Kirby Snead,5.84,44.2,46,0,2022
G\xc3\xa9nesis Cabrera,4.63,44.2,39,0,2022
Corey Knebel,3.43,44.2,46,0,2022
Matt Strahm,3.83,44.2,50,0,2022
Jeurys Familia,6.09,44.1,48,0,2022
Ty Blach,5.89,44.1,24,1,2022
Humberto Castellanos,5.68,44.1,11,9,2022
Zack Littell,5.08,44.1,39,0,2022
James Karinchak,1.84,44.0,42,0,2022
Tyler Duffey,4.91,44.0,40,0,2022
Matt Wisler,2.25,44.0,39,5,2022
Ron Marinaccio,2.05,44.0,40,0,2022
Tyler Matzek,3.5,43.2,42,0,2022
Tommy Nance,4.12,43.2,35,2,2022
Sam Moll,2.91,43.1,53,0,2022
Lucas Gilbreath,4.19,43.0,47,0,2022
Jharel Cotton,3.56,43.0,30,0,2022
Justin Lawrence,5.7,42.2,38,0,2022
Ryan Thompson,3.8,42.2,47,0,2022
Garrett Richards,5.27,42.2,32,2,2022
Sam Long,3.61,42.1,28,6,2022
V\xc3\xadctor Arano,4.5,42.0,43,0,2022
Manny Banuelos,4.39,41.0,35,0,2022
Craig Stammen,4.43,40.2,33,1,2022
Jos\xc3\xa9 Quijada,3.98,40.2,42,0,2022
Jovani Mor\xc3\xa1n,2.21,40.2,31,0,2022
Tyler Danish,5.13,40.1,32,0,2022
David Price,2.45,40.1,40,0,2022
Cristopher S\xc3\xa1nchez,5.63,40.0,15,3,2022
Cole Ragans,4.95,40.0,9,9,2022
Matt Barnes,4.31,39.2,44,0,2022
Jordan Weems,5.22,39.2,32,0,2022
Dillon Peters,4.58,39.1,22,4,2022
Zach Pop,2.75,39.1,36,0,2022
Hunter Harvey,2.52,39.1,38,0,2022
Max Castillo,5.95,39.1,14,6,2022
Jared Koenig,5.72,39.1,10,5,2022
Daulton Jefferies,5.72,39.1,8,8,2022
Albert Abreu,3.26,38.2,33,0,2022
Seth Martinez,2.09,38.2,29,0,2022
Wily Peralta,2.58,38.1,28,1,2022
Dauri Moreta,5.4,38.1,35,1,2022
Josh Staumont,6.45,37.2,42,0,2022
Javier Assad,3.11,37.2,9,8,2022
Jose Cuas,3.58,37.2,47,0,2022
Spencer Howard,7.41,37.2,10,8,2022
Kirk McCarty,4.54,37.2,13,2,2022
Yency Almonte,1.43,37.2,36,0,2022
Reyes Moronta,4.3,37.2,39,0,2022
Yohan Ram\xc3\xadrez,4.58,37.1,30,0,2022
Kyle Nelson,2.19,37.0,43,1,2022
Wade Miley,3.16,37.0,9,8,2022
Joe Kelly,6.08,37.0,43,1,2022
Jake McGee,6.81,37.0,42,0,2022
Vladimir Gutierrez,7.61,36.2,10,8,2022
Aroldis Chapman,4.46,36.1,43,0,2022
Ryan Pepiot,3.47,36.1,9,7,2022
Jack Flaherty,4.25,36.0,9,8,2022
Ian Gibaut,4.5,36.0,34,0,2022
Art Warren,6.5,36.0,39,0,2022
Luke Weaver,6.56,35.2,26,1,2022
Daniel Castano,4.04,35.2,10,7,2022
Josh Fleming,6.43,35.0,10,3,2022
Ralph Garza,3.34,35.0,19,0,2022
Peter Strzelecki,2.83,35.0,30,0,2022
Adri\xc3\xa1n Morej\xc3\xb3n,5.14,35.0,28,0,2022
Joe Barlow,3.86,35.0,35,0,2022
Matthew Liberatore,5.97,34.2,9,7,2022
Zack Thompson,2.08,34.2,22,1,2022
Caleb Ferguson,1.82,34.2,37,1,2022
Ken Waldichuk,4.93,34.2,7,7,2022
Tyler Gilbert,5.24,34.1,8,7,2022
Collin Snider,6.55,34.1,42,0,2022
Dany Jim\xc3\xa9nez,3.41,34.1,34,0,2022
Mike Baumann,4.72,34.1,13,4,2022
Oliver Ortega,3.71,34.0,27,0,2022
Matt Swarmer,5.03,34.0,11,5,2022
Cole Sulser,5.29,34.0,39,0,2022
Hayden Wesneski,2.18,33.0,6,4,2022
Connor Overton,2.73,33.0,6,4,2022
T.J. McFarland,6.61,32.2,28,0,2022
Joey Wentz,3.03,32.2,7,7,2022
Dinelson Lamet,6.12,32.1,32,0,2022
Packy Naughton,4.78,32.0,26,3,2022
Huascar Brazob\xc3\xa1n,3.09,32.0,27,0,2022
Miguel Castro,3.77,31.0,36,0,2022
Justin Dunn,6.1,31.0,7,7,2022
Cole Sands,5.87,30.2,11,3,2022
Jonathan Hern\xc3\xa1ndez,2.97,30.1,29,0,2022
Tanner Rainey,3.3,30.0,29,0,2022
Dustin May,4.5,30.0,6,6,2022
Elvin Rodr\xc3\xadguez,10.62,29.2,7,5,2022
Wyatt Mills,4.6,29.1,27,0,2022
Kevin Ginkel,3.38,29.1,30,0,2022
Michael Grove,4.6,29.1,7,6,2022
J.B. Wendelken,5.28,29.0,29,0,2022
Nick Wittgren,5.9,29.0,29,0,2022
Anthony Misiewicz,4.34,29.0,32,0,2022
Sean Poppen,4.4,28.2,29,0,2022
Chase Silseth,6.59,28.2,7,7,2022
Louis Head,6.28,28.2,28,0,2022
Colin Holderman,3.81,28.1,24,0,2022
Kaleb Ort,6.35,28.1,25,0,2022
Jandel Gustave,3.86,28.0,27,0,2022
Cody Poteet,3.86,28.0,12,2,2022
Sean Newcomb,8.78,27.2,20,1,2022
Trevor May,4.61,27.1,28,0,2022
Joe Smith,4.61,27.1,34,0,2022
Hyun Jin Ryu,5.67,27.0,6,6,2022
Erich Uelmen,4.67,27.0,25,0,2022
Shane Baz,5.0,27.0,6,6,2022
Anthony Banda,6.75,26.2,32,1,2022
Aaron Bummer,2.36,26.2,32,0,2022
Julian Merryweather,6.75,26.2,26,1,2022
Alex Young,2.36,26.2,25,1,2022
Chasen Shreve,6.49,26.1,25,0,2022
Ross Detwiler,4.44,26.1,30,0,2022
Nick Vespi,4.1,26.1,25,0,2022
Josh Rogers,5.13,26.1,16,3,2022
Louis Varland,3.81,26.0,5,5,2022
Yerry de los Santos,4.91,25.2,26,0,2022
Cody Morris,2.1,25.2,8,5,2022
Touki Toussaint,4.62,25.1,8,2,2022
Garrett Cleavinger,3.55,25.1,19,0,2022
Ryan Borucki,5.68,25.1,32,0,2022
Jos\xc3\xa9 Cisnero,1.08,25.0,28,0,2022
Sean Hjelle,5.76,25.0,8,0,2022
Mason Thompson,2.92,24.2,24,0,2022
Hansel Robles,5.84,24.2,26,0,2022
Miguel Yajure,8.88,24.1,12,1,2022
J.P. Feyereisen,0.0,24.1,22,2,2022
Daniel Hudson,2.22,24.1,25,0,2022
Drey Jameson,1.48,24.1,4,4,2022
Tyler Kinley,0.75,24.0,25,0,2022
Chase Anderson,6.38,24.0,9,7,2022
Pete Fairbanks,1.13,24.0,25,0,2022
Jeff Brigham,3.38,24.0,16,0,2022
Hunter Brown,0.75,24.0,10,2,2022
Justin Bruihl,3.8,23.2,24,0,2022
Trevor Kelley,6.08,23.2,18,0,2022
Adonis Medina,6.08,23.2,14,0,2022
Luis Perdomo,3.8,23.2,14,0,2022
Chi Chi Gonz\xc3\xa1lez,5.87,23.0,7,5,2022
Josh Sborz,6.45,22.1,19,1,2022
Chris Paddack,4.03,22.1,5,5,2022
Eric Stout,5.64,22.1,20,0,2022
Tommy Hunter,2.42,22.1,18,0,2022
Corbin Martin,4.84,22.1,7,2,2022
JT Chargois,2.42,22.1,21,3,2022
Beau Sulser,3.63,22.1,10,0,2022
Jacob Barnes,5.64,22.1,23,0,2022
Heath Hembree,7.36,22.0,26,0,2022
Stephen Nogosek,2.45,22.0,12,0,2022
Darren O\'Day,4.15,21.2,28,0,2022
Drew VerHagen,6.65,21.2,19,0,2022
Calvin Faucher,5.48,21.1,22,0,2022
Anthony Gose,4.71,21.0,22,0,2022
Jackson Tetreault,5.14,21.0,4,4,2022
Kolby Allard,7.29,21.0,10,0,2022
Jes\xc3\xbas Tinoco,2.18,20.2,17,2,2022
Bryan Garcia,3.54,20.1,4,4,2022
Ashton Goudeau,7.08,20.1,12,0,2022
Bennett Sousa,8.41,20.1,25,0,2022
Andrew Kittredge,3.15,20.0,17,0,2022
Luis Pati\xc3\xb1o,8.1,20.0,6,6,2022
Kohei Arihara,9.45,20.0,5,4,2022
Derek Law,4.12,19.2,17,0,2022
Tony Santillan,5.49,19.2,21,0,2022
Anthony Bender,3.26,19.1,22,0,2022
Gabe Speier,2.33,19.1,17,1,2022
Norge Ru\xc3\xadz,7.11,19.0,14,0,2022
Tyler Thornburg,3.32,19.0,14,0,2022
Anthony DeSclafani,6.63,19.0,5,5,2022
Archie Bradley,4.82,18.2,21,0,2022
Pierce Johnson,3.86,18.2,18,0,2022
Junior Fern\xc3\xa1ndez,2.41,18.2,16,0,2022
Anderson Espinoza,5.4,18.1,7,0,2022
Ronald Bola\xc3\xb1os,4.42,18.1,8,0,2022
Sam Selman,4.91,18.1,16,0,2022
Ryne Nelson,1.47,18.1,3,3,2022
Connor Seabold,11.29,18.1,5,5,2022
Yennier Cano,11.5,18.0,13,0,2022
Chad Smith,7.5,18.0,15,0,2022
Javy Guerra,5.0,18.0,18,0,2022
Casey Lawrence,7.5,18.0,6,0,2022
Sergio Romo,7.5,18.0,23,0,2022
Alec Mills,9.68,17.2,7,2,2022
Adam Kolarek,4.58,17.2,15,0,2022
James Norwood,8.31,17.1,20,0,2022
Taylor Widener,3.63,17.1,14,0,2022
Elvis Peguero,6.75,17.1,13,0,2022
Logan Gillaspie,3.12,17.1,17,0,2022
Scott Alexander,1.04,17.1,17,4,2022
